time ,power
158430,46064.379
158460,45922.203
158490,46163.242
158520,46117.117
158550,47444.82
158580,51668.586
158610,49787.48
158640,49277.645
158670,50373.77
158700,50713.91
158730,51158.473
158760,49936.16
158790,47669.109
158820,47664.43
158850,49620.363
158880,47924.773
158910,45311.168
158940,47826.883
158970,47401.418
159000,46975.953
159030,45643.7305
159060,44311.508
159090,50017.438
159120,50463.891
159150,49078.016
159180,48665.117
159210,46943.473
159240,51873.195
159270,50046.602
159300,49896.18
159330,50445.066
159360,49099.945
159390,51652.266
159420,49540.219
159450,47428.172
159480,48948.23
159510,50637.5
159540,47277.887
159570,52377.777
159600,50813.402
159630,50722.852
159660,48276.336
159690,46331.641
159720,49599.477
159750,50053.414
159780,48899.258
159810,46032.883
159840,51181.582
159870,51712.141
159900,50364.512
159930,51383.605
159960,52017.578
159990,46153.961
160020,47970.281
160050,47357.594
160080,50381.133
160110,49041.309
160140,48962.43
160170,50335.625
160200,50235.145
160230,47685.746
160260,47299.781
160290,47647.855
160320,48083.434
160350,49766.855
160380,51513.574
160410,48285.125
160440,49458.289
160470,47133.727
160500,49265.254
160530,49129.461
160560,49522.648
160590,48045.926
160620,48745.684
160650,45181.5
160680,48930.145
160710,47972.9865
160740,47015.828
160770,46440.73
160800,45244.352
160830,50474.004
160860,50011.219
160890,50837.484
160920,49045.879
160950,49786.531
160980,46769.406
161010,46459.813
161040,48854.785
161070,50168.418
161100,47601.168
161130,48099.227
161160,49343.973
161190,51036.414
161220,48333.328
161250,51495.445
161280,51610.277
161310,49955.766
161340,48478.941
161370,47572.145
161400,52960.457
161430,48346.98
161460,52805.957
161490,47966.512
161520,49277.309
161550,47934.438
161580,48888.73
161610,46338.977
161640,49520.672
161670,49956.547
161700,51602.602
161730,49432.082
161760,48111.762
161790,45412.328
161820,50452.684
161850,51535.391
161880,49843.363
161910,51250.566
161940,51324.43
161970,51190.84
162000,53038.809
162030,51975.168
162060,47177.801
162090,47244.656
162120,48518.488
162150,48497.84
162180,49030.832
162210,48064.969
162240,49417.426
162270,44576.551
162300,45398.379
162330,49626.973
162360,50442.469
162390,50694.285
162420,50492.02
162450,47173.918
162480,47113.105
162510,46784.273
162540,48854.16
162570,50353.799
162600,51853.438
162630,48128.68
162660,50997.27
162690,53400.879
162720,51473.246
162750,48959.77
162780,48346.117
162810,50573.246
162840,48699.676
162870,49214.125
162900,51428.711
162930,49130.625
162960,46768.035
162990,47276.109
163020,49102.793
163050,45953.453
163080,52025.246
163110,50392.625
163140,52802.48
163170,49935.156
163200,50406.676
163230,48535.754
163260,48184.613
163290,49469.91
163320,46784.746
163350,45435.836
163380,44353.785
163410,52840.754
163440,48725.375
163470,47481.586
163500,49329.258
163530,51813.359
163560,51067.266
163590,45841.164
163620,46875.625
163650,47624.84
163680,47054.367
163710,46710.543
163740,47531.961
163770,48868.535
163800,48737.484
163830,47955.602
163860,50194.879
163890,52391.754
163920,51464.785
163950,52929.824
163980,47464.461
164010,46440.25
164040,49143.133
164070,45460.375
164100,47787.418
164130,48800.801
164160,47599.422
164190,48258.988
164220,48872.559
164250,47667.996
164280,48469.93
164310,49148.807
164340,49827.684
164370,50102.379
164400,51660.723
164430,53108.867
164460,51481.438
164490,51157.203
164520,53064.355
164550,50899.547
164580,50220.73
164610,50670.922
164640,50030.594
164670,50535.6875
164700,51040.781
164730,48330.262
164760,48369.367
164790,52208.227
164820,51751.055
164850,49617.031
164880,47555.73
164910,48946.758
164940,47427.762
164970,49164.148
165000,48110.77
165030,51163.367
165060,52084.395
165090,50690.836
165120,51799.152
165150,48641.043
165180,50413.277
165210,49291.594
165240,51872.652
165270,49920.809
165300,49094.598
165330,47552.1115
165360,46009.625
165390,48434.461
165420,46752.891
165450,47095.859
165480,48717.168
165510,48567.797
165540,49307.309
165570,52072.734
165600,48275.199
165630,48416.574
165660,48720.883
165690,50231.773
165720,51933.457
165750,51072.656
165780,46660.742
165810,45235.313
165840,47728.68
165870,46852.012
165900,50357.879
165930,46600.215
165960,45840.238
165990,46746.891
166020,47579.637
166050,46897.332
166080,45058.422
166110,44676.9745
166140,44295.527
166170,45867.9705
166200,47440.414
166230,47216.922
166260,46481.867
166290,42770.559
166320,47218.184
166350,45532.109
166380,46124.365
166410,46716.621
166440,48669.082
166470,48669.965
166500,44553.211
166530,42083.352
166560,42472.293
166590,42672.176
166620,42811.75
166650,43059.75
166680,42751.47133
166710,42443.19267
166740,42134.914
166770,41855.93
166800,40545.016
166830,40901.164
166860,39828.465
166890,39641.605
166920,39657.16
166950,39417.355
166980,33229.145
167010,33529.254
167040,32409.055
167070,31546.016
167100,31028.32
167130,30287.152
167160,30100.945
167190,29620.836
167220,30414.369
167250,29434.439
167280,28084.781
167310,24068.924
167340,23011.984
167370,23150.018
167400,15955.505
167430,15226.131
167460,13521.813
167490,13543.189
167520,13558.277
167550,13533.396
167580,13588.37
167610,13431.498
167640,11952.082
167670,11881.799
167700,12112.03
167730,11859.479
167760,11943.358
167790,12053.313
167820,11928.21
167850,11803.107
167880,11675.845
167910,11771.41
167940,11866.975
167970,11542.331
168000,11538.939
168030,11647.287
168060,10927.193
168090,10808.528
168120,10503.321
168150,11119.268
168180,11023.664
168210,10521.614
168240,10724.205
168270,10911.368
168300,10810.964
168330,10704.957
168360,11030.312
168390,10710.368
168420,10947.403
168450,10798.47
168480,10797.984
168510,10730.569
